interval,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0,7,9,9,2,2,17,19,11,0,10,9,9,13,13,8
1,0,11,8,12,2,12,18,22,10,0,15,11,12,12,16,17
2,0,13,15,3,0,5,13,11,16,0,15,7,10,13,8,13
3,0,7,9,8,6,7,25,22,7,0,8,8,6,12,13,8
4,0,10,7,13,5,9,22,20,15,0,9,6,13,13,5,11
5,0,6,16,18,9,2,20,13,11,0,6,5,11,12,9,11
6,0,1,2,2,3,2,10,9,4,0,2,1,6,5,3,3
