interval,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0,0,0,0,13,14,5,39,0,0,0,0,139,291,44,0
1,0,0,0,0,0,312,1,293,0,0,0,0,190,457,98,0
2,0,0,0,0,0,167,0,140,0,0,0,0,81,155,4,5
3,0,0,0,0,24,46,84,50,0,0,0,0,171,516,109,0
4,0,0,0,0,97,248,137,261,0,0,0,0,256,441,0,0
5,0,0,0,0,83,4,183,30,0,0,0,0,430,520,0,0
6,0,0,0,0,18,7,44,2,0,0,0,0,136,100,0,30
